YE3D_z0aoUEg.wav,Frogs croaking and a humming with insects vocalizing
YaZAXO2WZn84.wav,Bells chiming followed by a lawn mower engine running then a steam engine running and train whistle blowing while a crowd of people talk in the background
Y27HIamF8pKo.wav,A running train and then a train whistle
YLB6CZ0x-kns.wav,Metal clanking followed by steam hissing as a truck engine is running then accelerating
YpPLisQ_QXxw.wav,Honking of a high pitched horn with vibrations of passing traffic
Y1Og2TJ3bXW0.wav,An aircraft engine running then slowing down after a plastic click
Y2JutOgAnqWA.wav,Humming and vibrating of a power tool with some high frequency squealing
YOMGHnJV0l2U.wav,Metal scrapping against a wooden surface followed by sand scrapping then more metal scrapping against wood
YbX2vDaHL26U.wav,Loud wind noise followed by a car accelerating fast
YPVvi2SDOjVc.wav,A car engine idles and then the horn blows
YpaetCbEqp2w.wav,A series of computer mouse clicks followed by a kid crying
YNDaVSIJaXVs.wav,Wind blowing with a distant jet engine humming
Y-AheI8Epim4.wav,Muffled sounds followed by metal being hit
YmYQrjcYNrW0.wav,A horn beeping rapidly then a long loud beep
Yzq00Oe1ecpE.wav,Humming from an engine slowing down then speeding up
Yn4VktYihtJU.wav,Light wind with people screaming and engine running
YHqndxoujCYI.wav,Loud ringing of a clock followed by faint tick rocks
YgW7s3YAthpI.wav,Chewing as liquid is poured and some light banging on a hard surface
YvruDH_YLaPI.wav,A gun is fired few times followed by magazine clinking
YwVi5w_NU6CM.wav,Emergency sirens wail as a truck engine accelerates and drives by
Y3wV3ST-c4PE.wav,Low ticktock sounds followed by objects moving
Y5ORpSk5CIWc.wav,Vibrations from a small engine get louder as they pass by then into the distance
YtJhVH3VIrnE.wav,Wood cracking as metal clanks and slams against a wooden surface
YAf4a-9rcnP0.wav,A loud burst followed by rustling and then spraying
Y1HCuBnPLMqQ.wav,Plastic clacking followed by as person breathing then liquid pouring into containers
Y_9mgOkzm-xg.wav,A man talking while wood clanks on a metal pan followed by gravel crunching as food and oil sizzle
YQKHpSAAjakY.wav,A motorcycle engine is idling and vibrating while an adult male speaks
YhVUmQfBIYe8.wav,"An adult male speaks while crunching footfalls occur, then a metal car door clicks open, slight rustling occurs, and metal clinks"
YrJVXE6Axtrg.wav,A couple of men speaking as metal clanks and a power tool operates
YPYP-r0nvbFk.wav,A man yelling while a sheep talks as wind blows into a microphone and a helicopter flies in the distance
YUQtBt6CQpwg.wav,A sewing machine operating idle followed by a man talking then several instances of metal ratcheting
Yg6CY7qvu81k.wav,Music plays followed by a man speaking
Y7QN3lwOzfdg.wav,A man speaking through a telephone speaker as another man is talking
Y-SkjbQVgJ0M.wav,A man speaking as vehicles drive by and leaves rustling
Yh5_1pnkl_SY.wav,"Water trickles, splashes and gurgles, slow at first and then faster, and an adult male is speaking"
YfwhkCnOeyC0.wav,Applause and speech followed by a loud high pitched bell and more applause and speech
YyfYNPWs7mWY.wav,A man talking as a door slams shut followed by a door creaking
YQoEal_hKz4Q.wav,Rapid gunfire and then male speech on a radio and more gunfire
YLVvS3s9dFKw.wav,A man speaking while water is spraying into a sink and draining
Y1OyEgzXCkYE.wav,An adult male gives a speech
YpO8kbg9IJnc.wav,Metal squeaking and clanking followed by a man talking then a faucet pouring water
Y3qrVku794u0.wav,A man talking before and after a young kid talks as plastic rattles followed by an electronic beep
Yjs4dr5JusdM.wav,"A woman speaks quietly, and man answers much louder, then she speaks again"
YxYwpABpZed4.wav,A woman speaks as she fries food
YLWng-4PDzPM.wav,Instrumental music playing followed by heavy fabric being rustled then a man whistling
YR91bUbtKrRs.wav,"Two adult females speak in the foreground while muted speech occurs in the background, and an infant begins to cry"
Ylh801oHGtD4.wav,A small motor buzzing followed by a man speaking as a metal door closes
Y8DQfjqPCTI8.wav,"Outside noises of insects buzzing around, birds communicating and a man exchanging information with another man"
YLvhvAA11oxE.wav,A voice on loudspeakers is drowned out by tires squealing and engines repeatedly revving
YAUJPx81qKtY.wav,"An adult male speaks, birds chirp in the background, and many insects are buzzing"

